rc_number,company_name,registration_date,first_invoice_date,days_to_first_invoice,bank_account,address,invoice_amount,director_bvn,is_fraud
RC891819,Obasanjo Ltd,2018-05-08,2021-04-09,1067,WFOX29415090128238,"769 Ruth Parkways
Ekwuemehaven, AR 44460",3719023.66,88680147383,0
RC234453,Okafor-Oyekan,2021-10-26,2022-09-13,322,SDXN48066727295939,"10586 Nathaniel Ridges
Akinwaleborough, AR 07394",2580857.03,42435228099,0
RC625374,Balogun-Okafor,2025-03-21,2025-11-10,234,WFZC10683399026967,"37084 Ibrahim Glens
Adeyemiburgh, FL 54626",833234.44,36554263683,0
RC318930,Obi Ltd,2019-07-23,2025-07-18,2187,JREO57261390626892,"3920 Victoria Parks
Port Michaelstad, CT 10780",2783532.8,53067909298,0
RC124592,Oshodi PLC,2020-07-26,2025-09-12,1874,WISR38306813163266,"USNV Obi
FPO AA 37471",3417037.21,89968352463,0
RC913227,"Oshodi, Adetokunbo and Obi",2022-02-18,2024-07-01,864,VNZV89390820449903,"USCGC Uche
FPO AA 85072",3364545.9,28135719010,0
RC712797,Nnamani-Uche,2017-05-06,2022-02-26,1757,YGXR47988871147417,"68181 Ruth Unions
Obiburgh, IN 24991",4910551.24,08238978851,0
RC692137,Ibrahim-Obasanjo,2025-01-26,2026-01-23,362,VICS90802414066214,"846 Samuel Islands Suite 065
Ibrahimstad, PR 19486",2696775.46,94392268470,0
RC350410,Oyekan-Adetokunbo,2024-09-09,2025-11-11,428,FDDU89093541272378,"525 Ruth Squares
East Graceview, FM 60669",4088955.69,80946919280,0
RC610675,Ojo-Ojo,2024-03-14,2024-06-23,101,JDKH82500426210510,"324 Ojo Alley
Hopeside, MI 46152",2272178.38,98402341510,0
RC687931,"Okafor, Ogunleye and Abiola",2021-06-16,2023-12-11,908,YFJY86669550614238,"03218 Chukwu Union Apt. 878
Lake Comfortchester, VA 60905",4054336.24,38049390896,0
RC552117,Uche PLC,2018-02-22,2020-07-16,875,HOXE08923299517994,"675 Oyekan Loaf Apt. 224
South Ruthstad, SC 23097",3639060.49,39927687522,0
RC374546,Olawale-Balogun,2020-11-02,2022-10-07,704,NJWV07923037217021,"845 Chukwu Row Suite 742
Ezeport, MD 42471",2701555.66,21066764346,0
RC473367,Ibrahim Group,2023-09-20,2026-01-07,840,EBDJ85634449933187,"9156 Blessing Mews Apt. 725
Elizabethmouth, ID 88905",2614342.63,93377175773,0
RC556893,Eze LLC,2025-05-24,2025-05-27,3,FKQU90727620419990,"Unit 0467 Box 8432
DPO AE 09945",3640843.03,08240780924,0
RC833757,Olawale-Ogunleye,2022-06-28,2023-07-21,388,KHMQ06767327983499,"232 John Route Apt. 927
West Peace, ME 80470",2590197.69,61803483014,0
RC121294,Abiola-Adeyemi,2016-12-29,2024-09-27,2829,VINY48909549523164,"USNV Adeyemi
FPO AE 28653",3469578.75,46205655011,0
RC623245,Okafor-Obasanjo,2020-03-22,2022-01-27,676,FBTO78260745889645,"668 Hope Shores
Maryburgh, VT 09450",486499.63,22698292062,0
RC593586,"Adeyemi, Okonkwo and Ekwueme",2018-09-05,2021-10-08,1129,HVFF68726632596474,"97129 Ogunleye Inlet Suite 669
North Johnborough, VI 65603",1693867.46,97315688566,0
RC473617,Chukwu and Sons,2017-09-15,2019-06-04,627,QFJP22386214904842,"0276 Esther Harbors
Sarahbury, NY 04093",1254253.72,93404227910,0
RC911333,"Balogun, Akinwale and Ogunleye",2025-08-07,2026-03-29,234,WJGB81049265143336,"USS Obasanjo
FPO AE 14054",1684237.55,00204495420,0
RC481883,Ibrahim LLC,2022-04-27,2024-05-31,765,QDYR17282269638080,"48678 Balogun Lodge Suite 928
Port Patience, AR 75518",3351897.19,77926275613,0
RC846653,Nnamani-Adeyemi,2019-06-09,2024-02-16,1713,YWAG36241501369587,"916 James Estates
Lake Samuelburgh, CO 45263",3652963.32,64769846977,0
RC495506,Eze LLC,2021-08-23,2024-10-13,1147,SRWU77561357878332,"67669 Akinwale Mall Apt. 514
Lake Nathanielchester, GU 38737",3242155.15,24099291971,0
RC828053,Olawale-Akinwale,2022-02-18,2022-08-19,182,DQVK02937756941046,"0613 Patience Views
South Cornelius, GU 75687",386733.15,20880929371,0
RC570348,Chukwu Inc,2018-03-09,2025-12-20,2843,OETX77732906150458,"2686 Adetokunbo Creek Suite 479
West Andrewland, MO 38623",667384.07,51375169922,0
RC910126,Nnamani and Sons,2018-04-11,2022-09-11,1614,EBLE27998303703476,"8389 Ojo Glen Apt. 846
Samuelmouth, ND 20784",2087391.61,04428239709,0
RC309024,Okafor Ltd,2025-05-16,2025-10-14,151,DFYR64444880904256,"24019 Okonkwo Drive Apt. 772
Davidburgh, PW 44857",1727558.32,20332041327,0
RC697320,"Uche, Uche and Ekwueme",2024-06-09,2026-02-09,610,HJSB65150148795443,"5160 Okafor Garden Suite 374
Chukwuhaven, DC 74582",1032808.13,02423464430,0
RC922570,Ibrahim-Akinwale,2018-12-30,2023-06-07,1620,AFOG19621626281808,"899 Ojo Burg
Joshuaberg, OH 11526",2330630.7,02946395524,0
RC988772,Uche Ltd,2018-03-31,2019-05-24,419,BWTE34137681001239,"13067 Ekwueme Course Suite 807
Philipberg, AK 51904",1912072.79,88275626583,0
RC935246,Chukwu LLC,2025-12-07,2025-12-08,1,VFXF41630324504885,"289 Gloria Harbors Apt. 784
Ezehaven, DE 56957",3913414.94,05323273502,0
RC380672,Obasanjo Group,2022-08-10,2024-03-23,591,OMCE22353453530748,"Unit 8902 Box 0515
DPO AE 38361",2144819.41,44384412409,0
RC129518,Ogunleye-Ibrahim,2016-05-31,2022-07-21,2242,YGVL69463879448960,"0755 Blessing Drive
Port Charity, WY 66221",3343362.08,47436181259,0
RC157299,"Okafor, Ogunleye and Adeyemi",2016-10-04,2019-07-09,1008,TIBK63177333399669,"1756 Faith Plaza
Estherfort, ME 94835",337430.74,99984921676,0
RC289219,Akinwale Group,2022-11-30,2025-12-02,1098,XQJX51899278408197,"21283 Nnamani Dam
South Joy, NJ 66261",2791829.17,74950344744,0
RC498111,Adetokunbo PLC,2022-03-29,2022-05-02,34,OLFN01733623727287,"452 Daniel Street Apt. 511
Angelatown, NJ 49702",340103.25,53619007802,0
RC339197,"Adeyemi, Akinwale and Akinwale",2017-06-03,2020-05-12,1074,HSEH66985984360298,"859 Samuel Roads Suite 412
West Michael, GU 52835",1207591.49,44153124634,0
RC732059,"Oyekan, Adetokunbo and Okafor",2020-02-10,2022-08-02,904,YHSE45223548711474,"978 Deborah Mountain Suite 461
Oshodiville, PW 16994",3377434.73,84116117760,0
RC457306,Chukwu Inc,2017-04-07,2017-06-10,64,CKVO45346052644942,"6505 Chukwu Summit Apt. 740
New Gloriaview, IN 57627",1029680.43,82929605614,0
RC591243,"Chukwu, Ekwueme and Ogunleye",2020-11-07,2023-09-23,1050,YSSW15993302556554,"Unit 0432 Box 3294
DPO AE 32241",966127.22,29532165173,0
RC462742,Olawale Inc,2026-03-15,2026-04-03,19,MHCT25175652987961,"00955 Daniel Tunnel Apt. 440
South Deborahstad, KY 87615",4346223.12,56282160418,0
RC575120,Uche Inc,2018-10-26,2022-03-27,1248,VWNP69609576008804,"3125 Stephen Mission
Lake Markville, OR 98930",301460.03,12528443457,0
RC982306,Chukwu Group,2018-02-15,2022-09-03,1661,DPMM56422173960238,"9549 Akinwale Springs
New Philip, TX 50791",2194792.48,49967491915,0
RC660237,Ojo Group,2020-09-14,2020-09-26,12,XVNY04199594305710,"64004 Victoria Dale
North Joshuamouth, KY 12842",2186612.34,92134760771,0
RC361170,Ekwueme-Adeyemi,2016-11-25,2019-05-11,897,WDZC69741929085758,"61623 Andrew Stravenue
Stephenshire, OK 02444",923125.97,05904345874,0
RC948237,Chukwu and Sons,2016-12-19,2019-03-31,832,XOIR20642209693410,"5024 Andrew Mews
East Esther, WA 21269",2083805.53,94122002813,0
RC466053,"Uche, Abiola and Okafor",2020-06-09,2022-08-15,797,KCUA42009045488344,"555 Deborah Street Apt. 229
West Deborah, TN 87350",3187389.6,35244857289,0
RC854503,"Balogun, Uche and Olawale",2024-11-08,2025-12-01,388,IZOQ57493200955916,"5313 Hope Turnpike Suite 955
Sarahshire, PW 93937",3248362.36,50878507516,0
RC311289,Ibrahim Ltd,2022-07-01,2025-03-31,1004,DOHU74283142221890,"5073 Gloria Pike
Stephenbury, IA 11960",1694802.03,36582483332,0
RC518376,Adeyemi Ltd,2026-01-26,2026-03-04,37,FYGE55602284205222,"65896 Ojo Village Suite 857
East Ruthchester, OR 60459",2260143.94,68551256533,0
RC899496,"Ojo, Adetokunbo and Eze",2018-02-21,2024-12-23,2497,LCPD36880533969533,"46395 Chukwu Springs
North Simonborough, LA 51051",1679411.36,95379286694,0
RC678417,Adeyemi-Ojo,2017-12-11,2025-06-24,2752,YPOF40523760287622,"PSC 9729, Box 7652
APO AA 74823",3402117.14,23911874457,0
RC897423,Abiola PLC,2023-06-18,2023-12-09,174,WNFF76770617483062,"001 Chukwu Branch
Agnesmouth, ME 40574",3507025.05,33984302730,0
RC735235,Ibrahim-Obasanjo,2017-01-12,2018-08-25,590,CECP71561580976103,"11522 Nathaniel Wells Apt. 066
Port Gabriel, MO 11826",62515.85,52674438780,0
RC623621,Ekwueme-Oshodi,2025-10-18,2026-02-08,113,NJHT57662212554379,"3302 Gabriel Landing Apt. 595
South Johnport, AZ 41897",1549233.66,92628653296,0
RC727284,"Okonkwo, Ojo and Obasanjo",2024-03-15,2026-02-19,706,ILTL44119019313981,"233 Okafor Rapids
Patienceshire, NY 84102",3024459.75,28232780838,0
RC872841,"Adeyemi, Okafor and Obi",2023-12-20,2025-12-28,739,XYNM37787639176695,"3449 Ekwueme Haven Suite 674
New James, AL 79987",3331550.64,67696555686,0
RC311100,Ojo Ltd,2018-12-25,2023-02-01,1499,CUHW98216114299245,"07637 Joseph Flats
North Patienceshire, GA 34236",527440.6,24297969390,0
RC894959,Akinwale LLC,2022-06-07,2022-06-24,17,LVDX98472284493724,"00042 Andrew Squares Apt. 419
Hopemouth, IL 65242",2523813.43,00497785555,0
RC624056,Akinwale-Adeyemi,2025-04-29,2025-05-24,25,MWTH88708261533923,"39082 Okonkwo Vista Suite 167
New Peace, OH 69183",755400.56,31451570108,0
RC482667,"Okafor, Ibrahim and Ibrahim",2022-12-23,2025-04-20,849,ULXN33564881592674,"49042 Samuel Burgs Suite 388
New Estherbury, MA 64875",900247.6,96132046016,0
RC641515,Nnamani Group,2017-12-18,2024-06-18,2374,LXDZ82555091539535,"2948 Ekwueme Well Suite 534
West Joseph, VT 93460",293365.83,26861637205,0
RC803748,"Adetokunbo, Nnamani and Akinwale",2017-01-12,2019-12-30,1082,DGLI08782875566523,"445 Okafor Passage Apt. 619
West Daniel, MD 75948",4102220.51,60469108969,0
RC808278,Obi LLC,2023-06-25,2024-05-04,314,AAOJ35728501566939,"30862 Ogunleye Mission Apt. 795
Port Jameston, ND 91709",776297.12,32280440646,0
RC777761,"Obi, Uche and Nnamani",2022-11-17,2025-10-02,1050,JCPD42496554730597,"6276 Ogunleye Lake Apt. 085
West Davidbury, WV 68500",308688.08,53544541665,0
RC245177,Balogun-Adeyemi,2018-01-17,2021-03-07,1145,JFBU26491692640281,"5636 Elizabeth Center
Josephhaven, AR 39462",896844.06,87758099086,0
RC285603,Ojo Group,2019-06-13,2020-01-08,209,DRTZ88626980547772,"2825 Okonkwo Underpass Apt. 578
Danielhaven, ND 59592",1573238.57,44636459076,0
RC162572,Obasanjo-Okafor,2021-01-23,2025-10-23,1734,YVOT55285732624911,"304 Cornelius Stream
New Faithborough, RI 15934",1857607.61,60841058100,0
RC144928,Oshodi PLC,2020-06-08,2025-04-19,1776,DXDI01718231828244,"1628 David Forks
Obiberg, IA 25920",4739945.17,69848113000,0
RC710910,"Okonkwo, Ogunleye and Ekwueme",2016-12-13,2023-09-02,2454,CZTT94055985378894,"9907 Okonkwo Points Suite 495
Gabrielside, ID 18328",1188959.74,03349441299,0
RC285043,"Eze, Eze and Oyekan",2022-09-24,2024-11-27,795,FFQX02962054470263,"8440 Olawale Glens
Nathanielstad, ME 25825",4505570.22,05309591628,0
RC828109,Balogun Group,2020-12-01,2024-02-16,1172,AMTT23832398850503,"USNV Okonkwo
FPO AP 22631",620009.95,06014680039,0
RC675563,Adeyemi-Eze,2016-07-11,2018-03-09,606,DNOQ55013665937260,"Unit 3662 Box 4030
DPO AA 36571",1083920.01,43567515821,0
RC401090,Obi-Ojo,2017-09-16,2019-12-01,806,OPXU15454871647599,"19538 Adeyemi Drive
Gracebury, NV 29523",3668905.53,48365966144,0
RC687900,Akinwale-Obi,2020-06-05,2024-02-06,1341,MQJK61339623776245,"81530 Grace Field
South Faithland, CT 27528",3050254.06,66816309456,0
RC921270,"Balogun, Chukwu and Balogun",2016-08-22,2017-06-25,307,GJLN41482739370408,"6764 Oyekan Mountain Apt. 402
New David, MN 67072",3550450.45,93030516549,0
RC582145,"Oyekan, Chukwu and Okonkwo",2021-12-20,2023-05-12,508,QSJX00179597017681,"1425 Cornelius Squares Suite 765
North Maryview, LA 53876",2147288.09,94104100721,0
RC622191,"Ibrahim, Ojo and Ibrahim",2025-07-29,2026-01-02,157,JHEC07246516003205,"8403 Sarah Motorway
Corneliusfurt, KS 25528",3872110.16,65335079044,0
RC308056,"Ekwueme, Ogunleye and Olawale",2022-03-08,2023-11-06,608,WHEI76374053901369,"Unit 9782 Box 0432
DPO AP 57737",1162293.58,08286794630,0
RC992233,"Obi, Oyekan and Ogunleye",2019-11-29,2026-03-31,2314,BBBF81806054993172,"944 Chukwu Way
South Estherton, IA 10621",1334599.39,17357189154,0
RC910777,Ogunleye-Ogunleye,2016-06-04,2023-12-08,2743,QLKH82746086387931,"44920 Patience Land
Abiolaside, CO 19349",1655702.72,13712647656,0
RC944815,"Adetokunbo, Adetokunbo and Akinwale",2021-10-13,2022-02-15,125,NFQY76120014455495,"518 Andrew Court
East Cornelius, PR 00626",626605.35,88397633315,0
RC866234,"Okafor, Eze and Ibrahim",2018-10-25,2025-05-31,2410,JZDY43696606105337,"1200 Juliet Plaza Suite 002
Ogunleyefurt, CA 57164",1788230.58,44578389871,0
RC475767,Chukwu PLC,2017-04-09,2020-06-12,1160,AEDR19999301914743,"6373 Ogunleye Ridge
Ogunleyeton, NH 79235",1598647.25,52876913613,0
RC776777,Akinwale LLC,2021-04-09,2022-06-18,435,YKQI61244530581266,"034 Nathaniel Unions Apt. 040
Hopeshire, MP 88414",358397.0,77471532864,0
RC922875,Okonkwo-Ekwueme,2018-03-14,2022-07-22,1591,AJMZ94881127687934,"03927 Ibrahim Courts
Hopeburgh, KY 07155",398925.3,13027041997,0
RC723284,Chukwu-Ibrahim,2019-08-31,2025-04-26,2065,WJMV68874644236231,"9008 Ibrahim Landing
South Jamesfort, NE 64332",3195566.98,03982790006,0
RC452806,"Okafor, Ekwueme and Ekwueme",2021-10-10,2022-02-23,136,URDQ20606022981504,"375 Uche Parkways Suite 260
Ibrahimfurt, CT 90032",1485953.74,97347619554,0
RC675337,Obasanjo-Akinwale,2024-01-03,2025-09-04,610,JYJD66751831059163,"943 Deborah Gateway
Nnamanitown, OH 41567",4603468.17,93074087061,0
RC256455,Balogun-Olawale,2024-04-23,2024-06-03,41,ZTZW81776298534269,"117 Agnes Rest Apt. 493
Balogunstad, NE 40132",1153685.83,07698619119,0
RC266974,Olawale and Sons,2017-02-24,2024-01-16,2517,TAOT56842155089808,"57503 Hope Ports Apt. 662
Corneliusfort, TN 78891",1568875.25,82836818795,0
RC566993,Abiola-Obi,2022-01-08,2022-05-06,118,XJDD02165851941529,"423 Ogunleye Trafficway Suite 715
Davidside, TX 94290",1638722.46,04339739731,0
RC815224,Oyekan-Eze,2020-12-16,2025-12-24,1834,MZXH13879848961908,"166 Blessing Mews
Chukwuville, AK 26468",4964989.86,39146930510,0
RC598621,Uche PLC,2023-04-05,2023-08-26,143,WYCH82689698720036,"103 Ibrahim Ford
Okaforview, TN 32320",3289672.29,09748475127,0
RC666078,Chukwu-Uche,2022-12-15,2023-01-02,18,IMMD21870559802922,"364 Chukwu Street
Emmanuelshire, VT 13607",4200423.92,20590056082,0
RC447626,Oshodi-Ojo,2024-11-10,2026-01-04,420,JZTQ97450038437549,"5693 Simon Wall
Lake Peter, SC 72589",840569.36,88358675834,0
RC249324,"Akinwale, Chukwu and Okafor",2021-05-28,2021-07-10,43,IBCS37196321209194,"890 Eze Harbor
Port Hopehaven, NV 67562",659535.13,73179035500,0
RC601429,"Adeyemi, Ogunleye and Eze",2018-12-09,2019-04-11,123,RJKH78579997766209,"680 Sarah Square Suite 545
New Mary, FL 34444",3463586.84,47206854712,0
RC627491,Adeyemi-Chukwu,2018-08-21,2024-03-09,2027,RTLO33802084211847,"5520 Simon Locks Apt. 527
Ruthland, AK 58970",4534047.07,65346165421,0
RC464363,"Eze, Balogun and Adeyemi",2021-09-22,2025-07-06,1383,RVEP80453238427147,"88893 David Parkways
West Faith, IL 52813",191035.05,22046354518,0
RC856071,Chukwu-Olawale,2020-05-24,2026-03-03,2109,ZBPV00378768381007,"82151 Patience Gardens
East Agnes, CA 75053",179785.24,38814244763,0
RC825092,"Ibrahim, Obi and Obasanjo",2025-07-03,2026-02-14,226,ORIY61383560415762,"445 Nathaniel Spring
Ekwuemeberg, PA 27688",680081.7,96163443742,0
RC606271,"Balogun, Okonkwo and Obasanjo",2019-05-12,2019-08-12,92,NHZR48047753914497,"70586 Obasanjo Creek Suite 030
Obasanjoburgh, IN 89395",2442727.65,60656636143,0
RC730901,Obi Inc,2020-10-02,2023-09-24,1087,TWWH75353712319105,"0878 Stephen Isle
Port Emmanuel, MD 60098",196138.85,53745270974,0
RC288282,"Adeyemi, Olawale and Okafor",2018-10-20,2021-08-04,1019,VLXF88079802467254,"74596 Ojo Camp
Joyland, TX 26229",944184.82,02354414553,0
RC681494,Adetokunbo-Adeyemi,2026-03-22,2026-04-28,37,JEWO16767137096539,"6406 Esther Mission
Corneliuschester, NY 84878",1368602.79,44559783112,0
RC911351,Olawale LLC,2017-05-23,2022-09-11,1937,VAWE20225418036021,"PSC 9319, Box 2102
APO AP 83809",2541955.97,75826339978,0
RC964485,Adetokunbo LLC,2017-05-03,2022-09-19,1965,OHXW17334186960318,"54168 Juliet Row
New Gloriaville, PR 44846",1498274.74,82590582400,0
RC729373,"Oyekan, Ojo and Eze",2023-03-29,2024-02-02,310,VFCX11900662755514,"7793 Ruth Views
Ekwuemeport, WA 49147",4105395.95,66190559278,0
RC725816,Nnamani and Sons,2021-11-24,2024-12-26,1128,NLYI26336587190669,"184 Joy Circles
Adetokunboburgh, AL 29053",3168465.99,88054621811,0
RC726013,Obasanjo-Akinwale,2021-02-25,2021-09-01,188,BFLQ31108032433078,"45369 Okonkwo Springs Apt. 657
Abiolaberg, VI 87249",1480921.9,13087954343,0
RC487687,Abiola-Adeyemi,2024-09-21,2026-01-27,493,VOTS55954732471281,"3600 Chukwu Pike Suite 233
Marystad, NV 72711",1727005.78,23425590066,0
RC287087,Abiola Ltd,2020-11-23,2025-01-31,1530,NNGF70060941410767,"480 Nnamani Mission
Simonchester, NE 56810",4724052.96,67196814747,0
RC939010,Ojo Inc,2025-11-02,2026-04-09,158,SSHW14091031166577,"2597 Esther Mountain
Olawalemouth, FM 19791",98978.29,98357002465,0
RC977466,"Akinwale, Ibrahim and Ogunleye",2020-01-01,2024-03-09,1529,KDNW32779784037774,"Unit 0921 Box 5782
DPO AE 48249",2569263.26,83677538311,0
RC684281,Abiola-Chukwu,2019-02-13,2023-08-15,1644,IRWZ86505149876557,"709 Akinwale Motorway
Okonkwoberg, FM 06798",4418635.53,85025884045,0
RC269212,Obasanjo LLC,2023-12-16,2024-08-05,233,ARFQ70673793706206,"864 Joseph Plain Suite 127
Gabrielchester, AZ 70069",879355.33,11584366153,0
RC361004,"Okonkwo, Olawale and Ekwueme",2018-05-31,2024-03-09,2109,ZSNW45615837526506,"315 Patience Gateway Suite 275
North David, NE 68096",3521128.12,40966982900,0
RC756790,Eze-Ogunleye,2023-04-08,2024-06-18,437,GAVT26411125848981,"366 Chukwu Ranch
New Elizabethfurt, DE 51108",1699508.26,42083376388,0
RC406436,Okafor Ltd,2024-10-18,2025-08-09,295,DRNR32430164583683,"16681 Abiola Field Apt. 010
New James, MP 72479",667440.56,16488278955,0
RC994913,Olawale Ltd,2021-02-22,2021-04-02,39,GTYG32465281571137,"197 Akinwale Estate Apt. 342
Joyside, GA 10709",1553734.09,54776899848,0
RC989769,Obi-Ogunleye,2019-04-30,2024-06-27,1885,HAUB07326852436577,"5350 Patience Crescent
Sarahtown, TN 70895",1828728.07,65903130748,0
RC131810,"Abiola, Nnamani and Obi",2018-06-15,2025-02-08,2430,ZEUD08618943142184,"804 Uche Trail
North Nathanielside, DE 17731",888020.1,72418756555,0
RC934441,Ogunleye and Sons,2018-07-28,2022-09-10,1505,SRXL17283283511880,"6934 Mary Circles Apt. 957
Patienceshire, ME 59426",4876072.49,84621764174,0
RC747320,"Ogunleye, Adetokunbo and Okonkwo",2024-08-24,2026-04-29,613,DBAF47472438829493,"512 Sarah Mill Suite 843
North Gloria, SC 89873",4835289.46,87906818501,0
RC354517,Oshodi-Oyekan,2021-06-25,2023-04-22,666,JUWL70800708088497,"9561 Joy Square Apt. 637
Lake Blessing, LA 68148",708561.2,48842604017,0
RC269568,Okafor Group,2017-02-07,2024-06-13,2683,ZRZV79267131869409,"763 Olawale Groves
East Agnes, AL 36664",1909483.71,86090210395,0
RC523433,Abiola and Sons,2019-07-23,2025-03-10,2057,KHCH52550539918709,"9349 Peace Loop
Port John, HI 78240",4777457.83,43930337680,0
RC770204,Obi-Okonkwo,2023-09-14,2024-01-13,121,VNXQ57430677725425,"18354 Cornelius Land
Lake Gloriaside, TN 79606",1387166.67,10066123347,0
RC436423,Abiola LLC,2023-10-19,2024-07-31,286,LJMX95153537564441,"78415 Abiola Mountain
North Philip, IL 29111",3039077.55,30451465013,0
RC638871,Abiola-Oshodi,2019-08-25,2022-08-20,1091,SYAQ41948926629863,"4460 Victoria Divide Suite 825
Ezeborough, MH 77403",1255210.81,42166621281,0
RC603838,Okonkwo PLC,2018-07-21,2023-10-15,1912,TWWQ76274468495259,"Unit 6933 Box 8677
DPO AP 52923",1924668.46,54902072563,0
RC645923,Adeyemi Group,2019-10-26,2024-10-29,1830,JRPT68001348313135,"839 Eze Unions Suite 064
Ucheborough, NH 59274",4777293.58,78202917715,0
RC417770,"Okafor, Ibrahim and Olawale",2019-02-26,2023-10-09,1686,PYVZ41010104301270,"5053 Esther Oval
West Hopeside, CO 89033",4016346.53,71562031696,0
RC355172,Ojo Group,2024-09-23,2025-06-05,255,CPGS29455911889240,"5909 Samuel Oval Apt. 408
North Esther, OK 46252",4588004.35,83114006281,0
RC257934,"Abiola, Uche and Abiola",2021-09-11,2024-03-20,921,TYSO31890218448251,"469 Emmanuel Alley
East Benjamin, AR 83927",1236178.32,31956706575,0
RC560403,"Oshodi, Adeyemi and Abiola",2019-07-27,2024-12-18,1971,MRWS35049036645473,"Unit 7158 Box 9707
DPO AP 06923",1702076.33,24155916809,0
RC454077,Oyekan-Obasanjo,2025-04-15,2026-01-11,271,DOMP10082507201289,"359 Joy Light Suite 849
West Paulberg, TN 61104",2083269.03,46554674588,0
RC966117,Ekwueme-Akinwale,2022-08-21,2025-02-25,919,MJLF71016669001294,"3650 Nathaniel Ramp
East Hopefort, SD 83848",306851.11,83820379252,0
RC855336,Eze-Balogun,2021-09-23,2022-03-17,175,ECVN91176202113064,"Unit 3759 Box 3799
DPO AA 79295",2419543.83,80161788990,0
RC473966,Chukwu-Okonkwo,2016-11-16,2020-07-04,1326,QLJN54060007684896,"14268 Emmanuel Dam Apt. 278
South John, UT 43035",1493400.88,66619058977,0
RC415205,"Ekwueme, Obi and Uche",2022-05-22,2024-08-29,830,ZTKU61725923863946,"01125 Chukwu Lane Apt. 353
Benjaminmouth, MT 81303",138799.8,24215549113,0
RC986213,Adetokunbo LLC,2023-11-26,2024-01-14,49,JQUY32943962746108,"9767 Benjamin Island Suite 323
Lake Comfortland, AR 79602",2367028.38,91942222494,0
RC790808,Obi and Sons,2018-03-23,2024-11-04,2418,QAZP31523055161635,"651 Akinwale Spurs Suite 544
East Peaceburgh, MP 83978",2120146.69,30727038127,0
RC431996,"Nnamani, Oshodi and Abiola",2022-01-22,2022-07-21,180,ASVM71242429219615,"27537 Chukwu Mountain Suite 542
Lake Stephenview, GU 23333",3421031.09,18529063712,0
RC959467,"Adetokunbo, Ibrahim and Ogunleye",2019-05-22,2022-12-07,1295,CLYT38969032629950,"23981 Blessing Corner Apt. 303
Obiland, ID 90912",1679481.31,37313977432,0
RC711148,"Obasanjo, Oyekan and Oshodi",2016-06-11,2023-08-05,2611,BNAM69428712749753,"432 Abiola Greens Apt. 936
South Peter, UT 58331",4896708.07,28914868273,0
RC608617,Akinwale-Okafor,2022-02-08,2024-05-27,839,OFTJ74168624441290,"900 Adetokunbo Alley
Graceburgh, MT 42266",2622846.55,89128694521,0
RC655294,Ibrahim and Sons,2021-10-19,2023-02-26,495,JJTP49074208541397,"8122 Nathaniel Junctions Apt. 524
Johnfort, AZ 93038",2409085.69,62162183304,0
RC586159,"Akinwale, Nnamani and Abiola",2023-08-24,2025-06-18,664,KZGR32692862003566,"5361 Oshodi Common Apt. 177
Lake Davidton, SC 90495",2399606.57,18064214105,0
RC395000,"Oyekan, Eze and Okafor",2023-08-04,2025-02-05,551,JZOL91204216154688,"51731 Nnamani Land
Port Simon, HI 72461",2373913.59,95521833630,0
RC251010,Eze-Ekwueme,2020-12-08,2022-02-13,432,DZKT42803394797056,"6260 Okonkwo Isle
Blessingberg, LA 26188",2960707.73,12082910439,0
RC874235,Ekwueme-Ekwueme,2024-02-05,2025-09-27,600,VTIX78754373009451,"06970 Daniel Curve Suite 196
Joystad, MS 32761",785953.52,56846392262,0
RC538553,"Ogunleye, Ibrahim and Adetokunbo",2020-10-04,2023-08-31,1061,MNTI74768378283507,"6793 Ogunleye Valley Apt. 720
Balogunmouth, NJ 61540",1042186.06,84978352420,0
RC423749,"Chukwu, Okafor and Ogunleye",2018-01-08,2020-05-03,846,JDVN35372187882103,"Unit 7933 Box 1118
DPO AA 10784",1405064.54,85830809135,0
RC845252,Okafor PLC,2026-02-01,2026-04-13,71,JFST12600524538705,"410 Comfort Corner
Samuelmouth, IA 15809",2164074.29,57977141974,0
RC773222,Ibrahim Ltd,2017-01-30,2024-07-08,2716,HYSR09224826355257,"27722 Uche Trace Suite 710
Abiolaland, SD 11094",1446740.4,00557684140,0
RC771790,Okonkwo and Sons,2017-03-04,2019-12-21,1022,XJAY50047263309568,"110 Nnamani Hills Apt. 145
Ojomouth, NM 28077",3203576.22,33041465884,0
RC727415,Obasanjo Inc,2021-07-10,2023-08-31,782,IVGB57468873407972,"4297 Olawale Glen
South Angela, FM 80288",690597.91,18719383834,0
RC697396,Eze PLC,2025-10-09,2025-12-31,83,SHARED_ACCOUNT_001,"471 Paul Vista Suite 596
Paulmouth, LA 13124",2995098.41,07128021242,1
RC545668,Okonkwo and Sons,2021-08-12,2024-09-22,1137,SHARED_ACCOUNT_001,"9434 Gloria Motorway Suite 598
North Corneliusland, IA 20090",4730580.69,48105763317,1
RC127266,Balogun-Ekwueme,2016-12-19,2023-07-24,2408,SRJY07222022986310,"PSC 0409, Box 3362
APO AP 94775",1692765.22,22295968733,1
RC492767,"Chukwu, Chukwu and Oshodi",2024-06-30,2025-12-11,529,AGQZ93554595573342,"Unit 2789 Box 6781
DPO AP 56745",3500036.79,50925768047,1
RC975639,Ekwueme-Balogun,2024-04-10,2025-08-06,483,WIKI16530397931259,"USCGC Ibrahim
FPO AP 84825",2952866.15,87569574220,1
